,size,density,time
762,90,0.1,0.0003077983856201172
763,90,0.1,0.00030303001403808594
764,90,0.1,0.0003039836883544922
765,90,0.1,0.00030303001403808594
766,90,0.1,0.0003120899200439453
767,90,0.1,0.0002989768981933594
768,90,0.1,0.00031304359436035156
769,90,0.1,0.0002989768981933594
770,90,0.3,0.00040602684020996094
771,90,0.3,0.000396728515625
772,90,0.3,0.0004038810729980469
773,90,0.3,0.0004031658172607422
774,90,0.3,0.00039505958557128906
775,90,0.3,0.0003871917724609375
776,90,0.3,0.0003991127014160156
777,90,0.3,0.00039315223693847656
778,90,0.3,0.00041294097900390625
779,90,0.3,0.000392913818359375
780,90,0.3,0.00038909912109375
781,90,0.3,0.00039315223693847656
782,90,0.3,0.0003979206085205078
783,90,0.3,0.0004150867462158203
784,90,0.3,0.0004012584686279297
785,90,0.3,0.00039505958557128906
786,90,0.3,0.00043702125549316406
787,90,0.3,0.00039696693420410156
788,90,0.3,0.0004019737243652344
789,90,0.3,0.0003879070281982422
790,90,0.5,0.0004930496215820312
791,90,0.5,0.0005197525024414062
792,90,0.5,0.0004949569702148438
793,90,0.5,0.0004999637603759766
794,90,0.5,0.0004968643188476562
795,90,0.5,0.00048613548278808594
796,90,0.5,0.0005018711090087891
797,90,0.5,0.000492095947265625
798,90,0.5,0.0004870891571044922
799,90,0.5,0.000492095947265625
800,90,0.5,0.00048804283142089844
801,90,0.5,0.0004909038543701172
802,90,0.5,0.0004889965057373047
803,90,0.5,0.0004899501800537109
804,90,0.5,0.0005190372467041016
805,90,0.5,0.0004961490631103516
806,90,0.5,0.0004980564117431641
807,90,0.5,0.0004928112030029297
808,90,0.5,0.00048732757568359375
809,90,0.5,0.00048828125
810,90,0.7,0.0005638599395751953
811,90,0.7,0.0005700588226318359
812,90,0.7,0.0005738735198974609
813,90,0.7,0.0005660057067871094
814,90,0.7,0.0005807876586914062
815,90,0.7,0.0005669593811035156
816,90,0.7,0.0005669593811035156
817,90,0.7,0.0005650520324707031
818,90,0.7,0.0005719661712646484
819,90,0.7,0.0005738735198974609
820,90,0.7,0.0005719661712646484
821,90,0.7,0.0005919933319091797
822,90,0.7,0.0005669593811035156
823,90,0.7,0.0005700588226318359
824,90,0.7,0.0005700588226318359
825,90,0.7,0.0005729198455810547
826,90,0.7,0.0005638599395751953
827,90,0.7,0.0005669593811035156
828,90,0.7,0.0005919933319091797
829,90,0.7,0.0005719661712646484
830,90,0.9,0.0006570816040039062
831,90,0.9,0.0006389617919921875
832,90,0.9,0.0006470680236816406
833,90,0.9,0.0006778240203857422
834,90,0.9,0.0006561279296875
835,90,0.9,0.0006480216979980469
836,90,0.9,0.0007369518280029297
837,90,0.9,0.0006499290466308594
838,90,0.9,0.0006430149078369141
839,90,0.9,0.0006570816040039062
840,90,0.9,0.0006999969482421875
841,90,0.9,0.0006592273712158203
842,90,0.9,0.0006380081176757812
843,90,0.9,0.0006461143493652344
844,90,0.9,0.0006318092346191406
845,90,0.9,0.0006399154663085938
846,90,0.9,0.0006573200225830078
847,90,0.9,0.0006368160247802734
848,90,0.9,0.0006358623504638672
849,90,0.9,0.0006389617919921875
850,100,0.1,0.0004017353057861328
851,100,0.1,0.0003712177276611328
852,100,0.1,0.00036978721618652344
853,100,0.1,0.0004191398620605469
854,100,0.1,0.0003750324249267578
855,100,0.1,0.00037026405334472656
856,100,0.1,0.0003681182861328125
857,100,0.1,0.00036716461181640625
858,100,0.1,0.0003657341003417969
859,100,0.1,0.00036716461181640625
860,100,0.1,0.00037097930908203125
861,100,0.1,0.00036716461181640625
862,100,0.1,0.0003712177276611328
863,100,0.1,0.0004010200500488281
864,100,0.1,0.0003650188446044922
865,100,0.1,0.00036907196044921875
866,100,0.1,0.0003719329833984375
867,100,0.1,0.00037932395935058594
868,100,0.1,0.0003719329833984375
869,100,0.1,0.0003662109375
870,100,0.3,0.0004799365997314453
871,100,0.3,0.0004909038543701172
872,100,0.3,0.0004761219024658203
873,100,0.3,0.0004990100860595703
874,100,0.3,0.0004911422729492188
875,100,0.3,0.0004918575286865234
876,100,0.3,0.0004878044128417969
877,100,0.3,0.00048804283142089844
878,100,0.3,0.0004858970642089844
879,100,0.3,0.00048422813415527344
880,100,0.3,0.0004868507385253906
881,100,0.3,0.0004737377166748047
882,100,0.3,0.0004940032958984375
883,100,0.3,0.0005099773406982422
884,100,0.3,0.0005037784576416016
885,100,0.3,0.0004973411560058594
886,100,0.3,0.00047707557678222656
887,100,0.3,0.0004820823669433594
888,100,0.3,0.000492095947265625
889,100,0.3,0.00048470497131347656
890,100,0.5,0.0006139278411865234
891,100,0.5,0.0006079673767089844
892,100,0.5,0.0006437301635742188
893,100,0.5,0.0006039142608642578
894,100,0.5,0.0005991458892822266
895,100,0.5,0.0006251335144042969
896,100,0.5,0.0005970001220703125
897,100,0.5,0.0006048679351806641
898,100,0.5,0.0006010532379150391
899,100,0.5,0.0006098747253417969
900,100,0.5,0.0006048679351806641
901,100,0.5,0.0005950927734375
902,100,0.5,0.0006101131439208984
903,100,0.5,0.0006010532379150391
904,100,0.5,0.0005908012390136719
905,100,0.5,0.0005981922149658203
906,100,0.5,0.0006029605865478516
907,100,0.5,0.0005948543548583984
908,100,0.5,0.0006079673767089844
909,100,0.5,0.0005979537963867188
910,100,0.7,0.0006997585296630859
911,100,0.7,0.000701904296875
912,100,0.7,0.0006997585296630859
913,100,0.7,0.0007460117340087891
914,100,0.7,0.0006988048553466797
915,100,0.7,0.0007312297821044922
916,100,0.7,0.0006949901580810547
917,100,0.7,0.0007021427154541016
918,100,0.7,0.0007150173187255859
919,100,0.7,0.0007052421569824219
920,100,0.7,0.0007081031799316406
921,100,0.7,0.0007028579711914062
922,100,0.7,0.0006999969482421875
923,100,0.7,0.000698089599609375
924,100,0.7,0.0007669925689697266
925,100,0.7,0.0007050037384033203
926,100,0.7,0.0007109642028808594
927,100,0.7,0.0007753372192382812
928,100,0.7,0.0007119178771972656
929,100,0.7,0.0007071495056152344
930,100,0.9,0.0008180141448974609
931,100,0.9,0.0007863044738769531
932,100,0.9,0.0008170604705810547
933,100,0.9,0.0008018016815185547
934,100,0.9,0.0007970333099365234
935,100,0.9,0.0008549690246582031
936,100,0.9,0.0008158683776855469
937,100,0.9,0.0007910728454589844
938,100,0.9,0.0007722377777099609
939,100,0.9,0.0007967948913574219
940,100,0.9,0.0007901191711425781
941,100,0.9,0.0008230209350585938
942,100,0.9,0.000782012939453125
943,100,0.9,0.0007739067077636719
944,100,0.9,0.0008101463317871094
945,100,0.9,0.0007741451263427734
946,100,0.9,0.0007758140563964844
947,100,0.9,0.0008039474487304688
948,100,0.9,0.0007810592651367188
949,100,0.9,0.000797271728515625
950,120,0.1,0.0005199909210205078
951,120,0.1,0.0005230903625488281
952,120,0.1,0.0005309581756591797
953,120,0.1,0.0005209445953369141
954,120,0.1,0.0005359649658203125
955,120,0.1,0.0005297660827636719
956,120,0.1,0.0005261898040771484
957,120,0.1,0.0005309581756591797
958,120,0.1,0.0005280971527099609
959,120,0.1,0.000530242919921875
960,120,0.1,0.0005221366882324219
961,120,0.1,0.0005350112915039062
962,120,0.1,0.0005209445953369141
963,120,0.1,0.0005259513854980469
964,120,0.1,0.0005228519439697266
965,120,0.1,0.0005259513854980469
966,120,0.1,0.0005228519439697266
967,120,0.1,0.0005178451538085938
968,120,0.1,0.0005259513854980469
969,120,0.1,0.0005390644073486328
970,120,0.3,0.0006856918334960938
971,120,0.3,0.0006890296936035156
972,120,0.3,0.0006830692291259766
973,120,0.3,0.0006971359252929688
974,120,0.3,0.000675201416015625
975,120,0.3,0.0006930828094482422
976,120,0.3,0.0006792545318603516
977,120,0.3,0.0006849765777587891
978,120,0.3,0.0006771087646484375
979,120,0.3,0.0006918907165527344
980,120,0.3,0.0006809234619140625
981,120,0.3,0.0007050037384033203
982,120,0.3,0.000682830810546875
983,120,0.3,0.0006759166717529297
984,120,0.3,0.0007040500640869141
985,120,0.3,0.0006830692291259766
986,120,0.3,0.0006949901580810547
987,120,0.3,0.0006830692291259766
988,120,0.3,0.0006997585296630859
989,120,0.3,0.0006868839263916016
990,120,0.5,0.000843048095703125
991,120,0.5,0.0008611679077148438
992,120,0.5,0.0008733272552490234
993,120,0.5,0.0008509159088134766
994,120,0.5,0.0008530616760253906
995,120,0.5,0.0009398460388183594
996,120,0.5,0.0008640289306640625
997,120,0.5,0.0008418560028076172
998,120,0.5,0.0008702278137207031
999,120,0.5,0.0008521080017089844
1000,120,0.5,0.0008540153503417969
1001,120,0.5,0.0008950233459472656
1002,120,0.5,0.0008628368377685547
1003,120,0.5,0.0008361339569091797
1004,120,0.5,0.0008347034454345703
1005,120,0.5,0.0008440017700195312
1006,120,0.5,0.0008487701416015625
1007,120,0.5,0.0008530616760253906
1008,120,0.5,0.0008459091186523438
1009,120,0.5,0.0008361339569091797
1010,120,0.7,0.0010139942169189453
1011,120,0.7,0.0077860355377197266
1012,120,0.7,0.001020193099975586
1013,120,0.7,0.001010894775390625
1014,120,0.7,0.0010030269622802734
1015,120,0.7,0.0010027885437011719
1016,120,0.7,0.0010039806365966797
1017,120,0.7,0.0010428428649902344
1018,120,0.7,0.0009839534759521484
1019,120,0.7,0.0010101795196533203
1020,120,0.7,0.0013349056243896484
1021,120,0.7,0.0010221004486083984
1022,120,0.7,0.0009949207305908203
1023,120,0.7,0.0010008811950683594
1024,120,0.7,0.001027822494506836
1025,120,0.7,0.0009961128234863281
1026,120,0.7,0.0010161399841308594
1027,120,0.7,0.0009911060333251953
1028,120,0.7,0.0009989738464355469
1029,120,0.7,0.0010390281677246094
1030,120,0.9,0.0011179447174072266
1031,120,0.9,0.0011818408966064453
1032,120,0.9,0.0011441707611083984
1033,120,0.9,0.0012102127075195312
1034,120,0.9,0.0011799335479736328
1035,120,0.9,0.001171112060546875
1036,120,0.9,0.0011761188507080078
1037,120,0.9,0.0011458396911621094
1038,120,0.9,0.0011861324310302734
1039,120,0.9,0.0011057853698730469
1040,120,0.9,0.0011799335479736328
1041,120,0.9,0.0011258125305175781
1042,120,0.9,0.0011091232299804688
1043,120,0.9,0.0011148452758789062
1044,120,0.9,0.0011408329010009766
1045,120,0.9,0.0011417865753173828
1046,120,0.9,0.0011510848999023438
1047,120,0.9,0.0011479854583740234
1048,120,0.9,0.0011539459228515625
1049,120,0.9,0.0011022090911865234
